"","Name","Mileage"
"563","BMW X1 sDrive 20d Sportline",17.05
"564","BMW X1 sDrive 20d Exclusive",15.06
"565","Toyota Fortuner 4x2 AT",12.55
"566","Audi Q7 4.2 TDI Quattro Technology",11.33
"567","Maruti Ertiga VDI",20.77
"568","Hyundai i20 1.2 Magna",18.5
"569","Mercedes-Benz S Class 2005 2013 S 350 L",10.13
"570","Renault Duster 85PS Diesel RxL",20.45
"571","Mahindra Quanto C2",17.21
"572","Toyota Fortuner 4x2 AT",12.55
"573","BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater",15.97
"574","Maruti Swift Dzire VDi",19.3
"575","Maruti Swift LDI Optional",25.2
"576","Audi A6 2011-2015 35 TFSI Technology",13.53
"577","Mitsubishi Pajero 2.8 SFX BSIV Dual Tone",10.5
"578","Jaguar XF 2.2 Litre Executive",16.36
"579","Toyota Innova Crysta 2.8 ZX AT",11.36
"580","Skoda Octavia Ambition 2.0 TDI AT",19.3
"581","Toyota Corolla Altis VL AT",14.28
"582","Maruti Omni 8 Seater BSII",19.7
"583","Mercedes-Benz GLC 220d 4MATIC Style",17.9
"584","Volkswagen Vento 1.5 TDI Highline AT",21.5
"585","Mahindra XUV500 W10 2WD",16
"586","Nissan Terrano XL 85 PS",20.45
"587","Hyundai Verna 1.6 SX CRDi (O)",22.32
"588","BMW 5 Series 2013-2017 530d M Sport",14.69
"589","Mahindra Scorpio S4 Plus",15.4
"590","Hyundai Verna 1.6 CRDi SX",23.9
"591","Audi Q7 3.0 TDI Quattro Premium Plus",12.07
"592","Chevrolet Aveo U-VA 1.2 LT",14.7
"593","Mahindra Bolero ZLX BSIII",13.6
"594","Hyundai Xcent 1.2 Kappa S",19.1
"595","Toyota Innova Crysta 2.4 GX MT 8S",13.68
"596","Hyundai EON Era Plus",21.1
"597","Volkswagen Polo Diesel Comfortline 1.2L",22.07
"598","Maruti Vitara Brezza ZDi",24.3
"599","BMW 3 Series 320d Prestige",18.88
"600","Hyundai EON Sportz",21.1
"601","Honda City 1.5 S MT",17
"602","Honda Accord 2.4 MT",12.8
"603","Mahindra Xylo E8",14
"604","BMW 3 Series 320d",13.2
"605","Honda City V MT",16.8
"606","Mahindra XUV500 W10 2WD",16
"607","Hyundai i20 Asta 1.4 CRDi",21.27
"608","Toyota Fortuner 4x2 Manual",13
"609","Mahindra Bolero DI BSII",13.6
"610","Maruti Esteem Vxi - BSIII",15.9
"611","Mini Cooper 5 DOOR D",20.7
"612","Audi Q3 35 TDI Quattro Premium",15.73
"613","Hyundai i20 Sportz Option",17
"614","Tata Safari Storme VX Varicor 400",14.1
"615","Honda BR-V i-DTEC VX MT",21.9
"616","Volkswagen Jetta 2013-2015 2.0L TDI Highline",19.33
"617","Hyundai Xcent 1.2 Kappa S Option",19.1
"618","Maruti Ignis 1.2 Alpha",20.89
"619","BMW 5 Series 2013-2017 520d Luxury Line",18.12
"620","Ford Ikon 1.3 CLXi",13.8
"621","Hyundai i10 Sportz",20.36
"622","Hyundai Verna 1.6 CRDI",22.32
"623","BMW 3 Series 320d Highline",16.07
"624","Mercedes-Benz E-Class 2009-2013 E200 CGI Blue Efficiency",12.3
"625","Chevrolet Beat Option Pack",18.6
"626","Mahindra XUV500 W8 2WD",15.1
"627","Maruti Ciaz ZDi Plus SHVS",28.09
"628","Mercedes-Benz New C-Class C 250 CDI Avantgarde",19.71
"629","Honda City ZX CVT",16.4
"630","Toyota Fortuner 4x2 4 Speed AT",11.5
"631","Maruti Alto K10 VXI",24.07
"632","Jaguar XJ 2.0L Portfolio",9.43
"633","Hyundai i20 1.4 Magna ABS",21.9
"634","Honda BRV i-VTEC V CVT",16
"635","Toyota Corolla Executive (HE)",13.4
"636","Audi A6 2011-2015 2.0 TDI Premium Plus",17.68
"637","Toyota Innova 2.5 ZX Diesel 7 Seater BSIII",12.99
"638","Hyundai Grand i10 CRDi Sportz",24
"639","Volkswagen Vento IPL II Petrol Highline AT",14.8
"640","Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV",12.8
"641","Hyundai Verna CRDi SX",16.8
"642","Maruti Ritz VDi",23.2
"643","Audi Q7 3.0 TDI Quattro Technology",12.07
"644","Hyundai i20 Asta Option 1.2",18.6
"645","Maruti Vitara Brezza ZDi Plus Dual Tone",24.3
"646","Honda City i VTEC S",17.4
"647","Maruti Ciaz ZXi",20.73
"648","Nissan Sunny XV CVT",17.5
"649","Volkswagen Polo Diesel Highline 1.2L",22.07
"650","Maruti Ertiga ZDI",20.77
"651","Maruti Swift Dzire VDI",26.59
"652","Mercedes-Benz New C-Class C 220 CDI Elegance AT",14.84
"653","Honda Brio S MT",19.4
"654","Hyundai i10 Magna Optional 1.1L",16
"655","Hyundai Verna 1.6 SX CRDi (O)",22.32
"656","Maruti Ciaz VDI SHVS",28.09
"657","Ford Ikon 1.3 Flair",13.8
"658","Volkswagen Polo 1.2 MPI Highline",16.2
"659","Honda Jazz 1.2 V i VTEC",18.7
"660","Honda Amaze EX i-Dtech",25.8
"661","Hyundai i20 Asta 1.4 CRDi",22.54
"662","Maruti Ritz VDi",21.1
"663","Honda City V MT",16.8
"664","Skoda Superb 1.8 TSI MT",13.14
"665","Maruti Vitara Brezza LDi Option",24.3
"666","Hyundai i20 Asta",17
"667","Maruti Alto K10 VXI AGS",24.07
"668","Hyundai EON Era Plus",21.1
"669","Hyundai i10 Sportz",20.36
"670","Mercedes-Benz SLK-Class SLK 350",18.1
"671","Audi A6 2.0 TDI Design Edition",18.53
"672","Ford EcoSport 1.5 TDCi Titanium",22.77
"673","Volkswagen Passat Highline DSG",14.3
"674","Toyota Innova Crysta 2.4 ZX MT",13.68
"675","Ford Figo Diesel ZXI",20
"676","Chevrolet Aveo 1.4",14.49
"677","Maruti Ritz LXi",18.5
"678","Land Rover Freelander 2 SE",12.39
"679","Hyundai Grand i10 Asta",18.9
"680","Ford Endeavour 3.2 Trend AT 4X4",10.91
"681","Audi Q5 2008-2012 2.0 TDI",12.8
"682","Hyundai Verna 1.6 VTVT",17.01
"683","Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde",13
"684","Mercedes-Benz M-Class ML 350 4Matic",0
"685","Maruti Swift Dzire ZXi",17.5
"686","Honda City 1.3 EXI S",13
"687","Renault Duster 85PS Diesel RxL Optional",20.46
"688","Mercedes-Benz New C-Class 220 CDI AT",14.84
"689","BMW X5 xDrive 30d Design Pure Experience 5 Seater",15.97
"690","Hyundai Xcent 1.2 Kappa SX Option",19.1
"691","Maruti Dzire AMT ZXI Plus",22
"692","BMW 3 Series 320d Corporate Edition",16.07
"693","Maruti Alto 800 LXI",22.74
"694","Audi A4 2.0 TDI 177 Bhp Premium Plus",17.11
"695","Mini Cooper S",13.6
"696","Audi Q7 3.0 TDI Quattro Premium Plus",12.07
"697","Chevrolet Beat Diesel LT",25.44
"698","Maruti Wagon R LXI BS IV",20.51
"699","Nissan Terrano XV Premium 110 PS",19.01
"700","BMW 3 Series 320d Luxury Plus",18.88
"701","Maruti Swift Dzire VXI",20.85
"702","Skoda Yeti Elegance 4X2",17.72
"703","Ford EcoSport 1.5 Ti VCT AT Titanium",15.63
"704","Hyundai i20 1.2 Magna",18.5
"705","Maruti S Cross DDiS 200 Sigma Option",15
"706","Hyundai Verna Transform VTVT",16.2
"707","BMW 3 Series 320d Luxury Line",18.88
"708","Hyundai Grand i10 1.2 CRDi Magna",24
"709","Honda City i-VTEC V",17.4
"710","Maruti Swift 1.3 VXi",16.1
"711","Maruti Swift VDI BSIV",25.2
"712","Maruti Baleno Zeta 1.3",27.39
"713","Tata Safari Storme 2012-2015 LX",14
"714","Hyundai Accent GLS",13.2
"715","Maruti Swift LDI SP Limited Edition",25.2
"716","Tata Nano XTA",21.9
"717","Maruti Ertiga VDI",25.47
"718","Maruti Celerio VXI AMT",23.1
"719","Maruti Swift VDI BSIV",25.2
"720","Volkswagen Vento Petrol Highline",15.04
"721","Volkswagen Jetta 2007-2011 1.9 Highline TDI",15.5
"722","Mini Cooper 5 DOOR D",20.7
"723","Tata Indica V2 DLS",17.2
"724","Land Rover Range Rover 3.0 D",0
"725","Honda City i-VTEC CVT VX",18
"726","Jaguar XF 2.2 Litre Luxury",16.36
"727","Mercedes-Benz E-Class 2015-2017 E250 Edition E",15
"728","Chevrolet Cruze LTZ",18.3
"729","Mahindra XUV500 W8 2WD",15.1
"730","Mercedes-Benz New C-Class C 200 CGI Avantgarde",11.74
"731","Honda Jazz VX",18.2
"732","Toyota Etios G",16.78
"733","Maruti Alto LXi BSIII",19.7
"734","Maruti Swift VXI BSIV",20.4
"735","Maruti A-Star Vxi",19
"736","Tata Nano Lx BSIV",25.4
"737","Ford Figo Titanium Diesel",25.5
"738","Fiat Linea Emotion",16
"739","Ford Figo Aspire 1.2 Ti-VCT Trend",18.16
"740","Maruti Baleno LXI",15.4
"741","BMW 3 Series 320d Luxury Line",18.88
"742","Chevrolet Cruze LTZ",17.9
"743","Mahindra Scorpio 2.6 DX",12.7
"744","Tata Indica V2 eLS",25
"745","Chevrolet Cruze LTZ AT",18.1
"746","Toyota Innova 2.5 V Diesel 8-seater",12.8
"747","Mercedes-Benz New C-Class C 220d Avantgarde Edition C",19.27
"748","Maruti Ritz VXi",18.5
"749","Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV",12.8
"750","Toyota Fortuner 4x4 MT",12.55
"751","Hyundai i10 Sportz AT",16.95
"752","Hyundai Verna 1.6 SX",22.32
"753","Audi Q3 2012-2015 35 TDI Quattro Premium Plus",15.73
"754","Chevrolet Beat LS",18.6
"755","Ford Fiesta 1.4 Duratorq ZXI",17.8
"756","Ford Figo Diesel EXI",20
"757","Maruti Celerio VXI AT",23.1
"758","Mercedes-Benz A Class A180 CDI",20
"759","Hyundai Creta 1.6 SX",15.8
"760","Maruti Wagon R VXI BS IV",18.9
"761","Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde",10
"762","Ford EcoSport 1.5 Ti VCT MT Titanium BE",18.88
"763","Renault Koleos 2.0 Diesel",13.73
"764","Mahindra XUV500 W10 2WD",16
"765","Maruti Omni E 8 Str STD",16.8
"766","Maruti Wagon R VXI",22.5
"767","Ford Endeavour XLT TDCi 4X2",13.1
"768","Hyundai Verna 1.6 SX",22.32
"769","Hyundai i20 Magna 1.2",18.6
"770","Maruti Ertiga ZXI",16.02
"771","Mahindra XUV500 W9 AT",14
"772","Maruti SX4 S Cross DDiS 200 Zeta",23.65
"773","Mercedes-Benz SLK-Class SLK 350",18.1
"774","Volkswagen Polo Diesel Comfortline 1.2L",22.07
"775","Toyota Fortuner 4x4 MT",12.55
"776","Mahindra XUV500 W10 2WD",16
"777","Mercedes-Benz GLE 250d",17.9
"778","Honda Jazz 1.2 VX i VTEC",18.7
"779","Maruti Swift Dzire VDI",23.4
"780","Hyundai Verna 1.6 SX VTVT",17.01
"781","Ford Endeavour 3.2 Titanium AT 4X4",10.91
"782","Hyundai i20 1.2 Asta Option",18.6
"783","Honda City 1.5 V MT Sunroof",16.8
"784","Honda Amaze VX Diesel",27.4
"785","Hyundai Verna 1.6 SX VTVT (O)",17.1
"786","Honda Mobilio S i DTEC",24.2
"787","Maruti Ertiga ZDI",20.77
"788","Maruti Alto K10 LXI",24.07
"789","Toyota Qualis FS B2",13.1
"790","Hyundai i10 Sportz",20.36
"791","Skoda Laura 1.9 TDI AT Ambiente",17
"792","Hyundai i20 Asta Option 1.2",18.6
"793","BMW 5 Series 2003-2012 530d Highline",11.5
"794","BMW 3 Series 320d M Sport",22.69
"795","Chevrolet Aveo 1.4 LT ABS BSIV",14.49
"796","Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance",14.21
"797","Audi A6 2011-2015 2.0 TDI Premium Plus",17.68
"798","Maruti Wagon R LXI BS IV",20.51
"799","Renault KWID RXT",25.17
"800","Volkswagen Ameo 1.5 TDI Highline",21.66
"801","Volkswagen Polo Diesel Comfortline 1.2L",22.07
"802","Maruti Alto 800 LXI",22.74
"803","Hyundai i20 Asta Option 1.2",18.6
"804","Hyundai i20 1.2 Sportz",17
"805","Hyundai i20 1.4 Asta",22.54
"806","Maruti Wagon R LXI Optional",20.51
"807","Hyundai i20 1.4 Asta Option",22.54
"808","Volkswagen Polo GT TSI",17.21
"809","Ford Figo Diesel Titanium",20
"810","Maruti Swift ZXI",18.6
"811","Hyundai Grand i10 CRDi Magna",24
"812","Mahindra Xylo H4",14.02
"813","Hyundai i10 Magna 1.1",19.81
"814","Skoda Octavia Elegance 2.0 TDI AT",19.3
"815","BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater",15.97
"816","Maruti Celerio VXI AT",23.1
"817","Volkswagen Vento Diesel Comfortline",20.54
"818","BMW 3 Series 320d Highline",16.07
"819","Maruti Ertiga ZDI",20.77
"820","Ford Figo Diesel ZXI",20
"821","Volkswagen Polo 1.2 MPI Highline",16.47
"822","Audi A6 3.0 TDI quattro",16.77
"823","Toyota Innova Crysta 2.4 ZX MT",13.68
"824","Hyundai Verna 1.6 CRDi EX AT",22.32
"825","Hyundai Santro Xing GL Plus",17.92
"826","Audi A4 2.0 TDI",16.55
"827","Audi A4 2.0 TDI",16.55
"828","Skoda Laura 1.9 TDI MT Ambiente",17
"829","Honda CR-V 2.0L 2WD AT",13.7
"830","Hyundai Verna 1.6 SX CRDi (O)",22.32
"831","Honda Mobilio RS i DTEC",24.5
"832","Hyundai i20 1.2 Asta Option",18.6
"833","Toyota Innova 2.5 G (Diesel) 7 Seater BS IV",12.8
"834","Hyundai i20 Magna 1.2",18.6
"835","Mahindra Bolero VLX BS IV",13.6
"836","Volkswagen Vento 1.5 TDI Comfortline",20.34
"837","Jaguar XF 2.2 Litre Luxury",16.36
"838","Maruti Zen LXi - BS III",17.3
"839","Mercedes-Benz E-Class Facelift",13
"840","Toyota Fortuner 3.0 Diesel",11.5
"841","Hyundai Grand i10 AT Asta",18.9
"842","Hyundai Xcent 1.2 CRDi S",25.4
"843","Hyundai Creta 1.6 VTVT S",15.29
"844","Hyundai i10 Sportz",20.36
"845","Honda Brio S MT",19.4
"846","Toyota Fortuner 4x2 AT",12.55
"847","Audi A4 2.0 TDI Multitronic",16.55
"848","Toyota Innova Crysta 2.8 ZX AT",11.36
"849","Honda City i DTEC VX",25.1
"850","Honda City i DTEC VX",25.1
"851","Renault KWID 1.0 RXT Optional",21.7
"852","Maruti Swift DDiS ZDI Plus",28.4
"853","Maruti Celerio VXI Optional AMT",23.1
"854","Mahindra XUV500 W8 2WD",15.1
"855","Hyundai i10 Magna",20.36
"856","Hyundai i10 Magna 1.1",19.81
"857","Maruti Dzire VXI",22
"858","Maruti Grand Vitara AT",9.7
"859","Audi TT 40 TFSI",14.33
"860","Mercedes-Benz New C-Class C 200 CGI",14.74
"861","Nissan Sunny 2011-2014 Diesel XV",21.64
"862","Maruti Wagon R LXI",18.9
"863","Maruti Swift Dzire ZDI",23.4
"864","Honda Amaze S i-Dtech",25.8
"865","Maruti Swift ZDI",28.4
"866","Mahindra Scorpio LX 2.6 Turbo",10.5
"867","Mercedes-Benz E-Class E250 CDI Avantgrade",13
"868","Toyota Fortuner 4x2 Manual",13
"869","Datsun redi-GO T Option",22.7
"870","Honda City V MT",16.8
"871","Toyota Camry Hybrid",19.16
"872","Honda City i DTec V",26
"873","Volkswagen Jetta 2012-2014 2.0L TDI Trendline",19.33
"874","Audi A6 2011-2015 2.0 TDI",17.68
"875","Maruti Ertiga VDI",20.77
"876","Mercedes-Benz New C-Class C 220 CDI Style",19.27
"877","Maruti Swift Dzire Vdi BSIV",19.3
"878","Renault Duster 110PS Diesel RxZ Pack",19.01
"879","Maruti Ritz VDi",21.1
"880","Maruti Swift Dzire VXI",19.1
"881","Maruti Swift ZDi",22.9
"882","Hyundai EON Sportz",21.1
"883","Maruti Zen VXI BSII",17.3
"884","Maruti Eeco 7 Seater Standard",15.1
"885","Audi Q5 30 TDI quattro Premium",14.16
"886","Audi Q3 2.0 TDI",15.73
"887","Maruti Swift Dzire VDi",19.3
"888","Tata Sumo DX",14.07
"889","BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater",15.97
"890","Honda City i-VTEC CVT VX",18
"891","Tata Indigo eCS eLX BS IV",25
"892","Volkswagen Vento TSI",16.93
"893","Maruti Celerio VXI",23.1
"894","Toyota Fortuner 3.0 Diesel",11.5
"895","Mitsubishi Outlander 2.4",11.3
"896","Volkswagen Jetta 2007-2011 1.9 Highline TDI",15.5
"897","Hyundai Creta 1.6 CRDi SX",19.67
"898","Skoda Fabia 1.2 MPI Ambiente Petrol",17.5
"899","Ford EcoSport 1.5 TDCi Titanium",22.77
"900","Maruti Zen Estilo 1.1 LXI BSIII",18.2
"901","Maruti Ciaz 1.4 Delta",20.73
"902","Mercedes-Benz New C-Class C 200 Avantgarde Edition C",14.74
"903","Honda Amaze SX i-VTEC",17.8
"904","Renault Duster 85PS Diesel RxL",19.87
"905","Volkswagen Polo Petrol Highline 1.2L",16.47
"906","Hyundai Creta 1.6 SX Plus Diesel",19.67
"907","Jaguar XF Diesel",14.74
"908","Jeep Compass 2.0 Limited 4X4",16.3
"909","Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic",15.68
"910","Maruti Baleno Alpha Diesel",27.39
"911","Maruti Ciaz ZDi SHVS",28.09
"912","Maruti SX4 Vxi BSIII",15
"913","Hyundai Elantra CRDi SX",22.7
"914","Mitsubishi Pajero Sport 4X4",13.5
"915","Volkswagen Ameo 1.2 MPI Comfortline",17
"916","Maruti Ritz VXi",18.5
"917","Hyundai Verna CRDi SX",16.8
"918","Maruti Swift Dzire Tour LDI",23.4
"919","Mahindra KUV 100 mFALCON D75 K6",25.32
"920","Toyota Innova Crysta 2.4 ZX MT",13.68
"921","Maruti Baleno Delta 1.2",21.4
"922","Honda Jazz VX Diesel",27.3
"923","Hyundai i20 1.2 Asta",17
"924","Hyundai i20 Sportz Diesel",23
"925","Mercedes-Benz New C-Class C 220d Avantgarde Edition C",19.27
"926","Hyundai Xcent 1.2 Kappa Base",19.1
"927","Hyundai Grand i10 AT Asta",18.9
"928","Maruti Alto 800 VXI",22.74
"929","Chevrolet Sail Hatchback 1.2 LS",18.2
"930","Mercedes-Benz C-Class Progressive C 220d",0
"931","Skoda Superb Elegance 1.8 TSI AT",13.7
"932","Audi A4 2.0 TDI",16.55
"933","Toyota Innova 2.5 G (Diesel) 7 Seater BS IV",12.8
"934","Mercedes-Benz CLA 200 CDI Sport",17.9
"935","Hyundai i10 Era",19.81
"936","Maruti Swift Dzire VXi",17.5
"937","Skoda Rapid 1.5 TDI AT Ambition",21.66
"938","Maruti Ritz VDi",21.1
"939","Hyundai Accent GLS 1.6",14.4
"940","Honda Amaze SX i-VTEC",17.8
"941","Maruti Wagon R LXI",18.9
"942","Volkswagen Polo Diesel Comfortline 1.2L",22.07
"943","Ford Endeavour 2.2 Trend AT 4X2",12.62
"944","Hyundai i20 1.2 Sportz",17
"945","Chevrolet Beat Diesel PS",25.44
"946","Honda Civic 2010-2013 1.8 V MT",14.8
"947","Maruti Wagon R VXI BS IV",20.51
"948","Skoda Rapid 1.6 MPI Ambition Plus",15
"949","Maruti Baleno Vxi - BSIII",15.4
"950","Ford EcoSport 1.5 TDCi Titanium",22.77
"951","Hyundai Accent GLE",13.2
"952","BMW 5 Series 520d Luxury Line",22.48
"953","Maruti Alto K10 2010-2014 VXI",20.92
"954","Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus",15.73
"955","Toyota Corolla H4",11.3
"956","Volvo XC60 D5",13.5
"957","Honda Jazz 1.5 VX i DTEC",27.3
"958","Maruti Ciaz 1.3 Alpha",28.09
"959","Maruti Swift VXI BSIV",20.4
"960","Mercedes-Benz New C-Class C 220 CDI Avantgarde",19.27
"961","Maruti Wagon R VXI Minor",18.9
"962","Mercedes-Benz A Class A180 Sport",15.5
"963","Hyundai Santro Xing GL",0
"964","Maruti Swift Dzire AMT ZDI",26.59
"965","Hyundai Grand i10 AT Asta",18.9
"966","Nissan Sunny 2011-2014 XV Special Edition",16.95
"967","Maruti A-Star Lxi",19
"968","Renault KWID RXT Optional",25.17
"969","Hyundai Verna 1.6 SX VTVT (O) AT",17.1
"970","Maruti Wagon R LXI Minor",18.9
"971","BMW 3 Series 320d Sport Line",18.88
"972","BMW 5 Series 2003-2012 520d",18.48
"973","Tata Indigo CS eVX",25
"974","Hyundai i20 Sportz 1.4 CRDi",22.54
"975","Maruti Omni E MPI STD BS IV",16.8
"976","Maruti Swift ZDi",25.2
"977","Ford Ecosport Signature Edition Diesel",23
"978","Honda Brio VX AT",16.5
"979","Toyota Innova Crysta 2.4 GX MT",13.68
"980","Mahindra Scorpio 2.6 LX",10.5
"981","Hyundai i20 1.2 Magna",18.5
"982","Hyundai Verna 1.6 SX",22.32
"983","Mahindra XUV500 W6 2WD",15.1
"984","Volkswagen Vento 1.5 TDI Comfortline",20.64
"985","Maruti Swift Dzire VDI Optional",26.59
"986","Tata Manza Aura Safire BS IV",13.7
"987","Maruti Swift VDI",22.9
"988","Volkswagen Polo Diesel Highline 1.2L",22.07
"989","Honda City 1.5 V MT",17
"990","Hyundai i20 Asta (o) 1.4 CRDi (Diesel)",23
"991","Honda City 1.5 V MT",17
"992","Chevrolet Beat Diesel",25.44
"993","Chevrolet Spark 1.0 LS",16.2
"994","Tata New Safari DICOR 2.2 EX 4x2",11.57
"995","Mercedes-Benz GL-Class 350 CDI Blue Efficiency",11.3
"996","BMW 5 Series 2003-2012 530d Highline",11.5
"997","Toyota Fortuner 2.8 4WD MT",14.24
"998","BMW X1 sDrive 18i",11.25
"999","Renault Captur 1.5 Diesel Platine Mono",20.37
"1000","Hyundai Xcent 1.1 CRDi S",24.4
"1001","BMW 3 Series 320d",13.2
"1002","BMW 5 Series 2010-2013 525i",10.8
"1003","Nissan Micra XE",18.06
"1004","Jaguar XF 2.2 Litre Luxury",16.36
"1005","Land Rover Range Rover TDV8 (Diesel)",10.2
"1006","Jeep Compass 1.4 Limited Option",16
"1007","Honda CR-V 2.4 AT",10.1
"1008","Maruti Swift VXI",18.6
"1009","Hyundai Xcent 1.1 CRDi S",24.4
"1010","Nissan Terrano XV Premium 110 PS",19.01
"1011","Audi A4 35 TDI Technology",18.25
"1012","Hyundai Grand i10 Asta Option",18.9
"1013","Toyota Innova 2.5 G (Diesel) 8 Seater",12.99
"1014","Hyundai i20 1.2 Magna",18.5
"1015","Ford EcoSport 1.5 TDCi Titanium",22.77
"1016","Honda City 1.5 S MT",17
"1017","Ford EcoSport 1.5 Petrol Titanium Plus AT",14.8
"1018","Volkswagen Polo Diesel Highline 1.2L",22.07
"1019","Mercedes-Benz New C-Class C 220 CDI Avantgarde",19.27
"1020","Ford Ecosport 1.5 DV5 MT Titanium",22.7
"1021","Tata Indigo GLE",14.4
"1022","Maruti Swift Dzire LDI",26.59
"1023","Maruti S-Cross Zeta DDiS 200 SH",25.1
"1024","Renault Duster 110PS Diesel RxZ Pack",19.01
"1025","Maruti Wagon R VXI",18.9
"1026","Hyundai Santro Xing GL",0
"1027","Chevrolet Beat Diesel LT",25.44
"1028","Mahindra XUV500 W4 1.99 mHawk",16
"1029","Hyundai i10 Era 1.1",19.81
"1030","Tata New Safari DICOR 2.2 EX 4x4",13.93
"1031","Hyundai i10 Sportz",20.36
"1032","Toyota Innova Crysta 2.8 ZX AT",11.36
"1033","Skoda Laura Elegance MT",17.5
"1034","Hyundai Grand i10 Sportz",18.9
"1035","Maruti Swift Dzire VDI",23.4
"1036","Hyundai i20 Asta 1.4 CRDi (Diesel)",23
"1037","Ford Figo 2015-2019 1.5D Trend MT",25.83
"1038","Maruti Ertiga VDI",25.47
"1039","Maruti Ertiga ZDI",20.77
"1040","Honda City 1.5 V AT Sunroof",16.8
"1041","Maruti Alto LXi BSIII",19.7
"1042","Ford Endeavour 3.2 Titanium AT 4X4",10.91
"1043","Maruti Vitara Brezza ZDi Plus",24.3
"1044","Porsche Boxster S tiptronic",8.6
"1045","Maruti Swift ZDi",22.9
"1046","Tata Zest Revotron 1.2 XT",17.57
"1047","Hyundai i20 1.2 Sportz Option",17
"1048","Skoda Fabia 1.4 TDI Active",19.4
"1049","Toyota Corolla Altis D-4D J",21.43
"1050","Volkswagen Ameo 1.2 MPI Comfortline",17
"1051","Hyundai Creta 1.6 VTVT S",15.29
"1052","Hyundai i10 Magna 1.2",20.36
"1053","Chevrolet Beat LS",18.6
"1054","Jaguar XF 3.0 Litre S Premium Luxury",14.74
"1055","Nissan Terrano XL",13.24
"1056","Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus",15.73
"1057","Hyundai i10 Asta AT",16.95
"1058","Maruti Alto K10 VXI AGS",24.07
"1059","Audi Q7 4.2 TDI Quattro Technology",11.33
"1060","Maruti Vitara Brezza VDi",24.3
"1061","Hyundai EON D Lite Plus",21.1
"1062","Mahindra XUV300 W8 Diesel",20
"1063","Hyundai Verna CRDi 1.6 SX Option",22
"1064","Maruti Wagon R VXI",18.9
"1065","Hyundai i20 Sportz Option",17
"1066","Honda City i VTEC V",17.4
"1067","Toyota Innova 2.5 V Diesel 7-seater",12.8
"1068","Hyundai Verna CRDi SX",16.8
"1069","Tata Hexa XT",17.6
"1070","Audi Q7 3.0 TDI Quattro Premium Plus",12.07
"1071","Maruti Wagon R VXI",18.9
"1072","BMW 5 Series 2013-2017 525d Luxury Line",17.09
"1073","Honda Amaze EX i-Vtech",18
"1074","Maruti Alto 800 2016-2019 LXI",24.7
"1075","Hyundai Verna 1.6 SX VTVT",17.01
"1076","Tata Tiago 1.2 Revotron XZ",23.84
"1077","Maruti Swift LXI",18.6
"1078","Hyundai EON Era",21.1
"1079","Mercedes-Benz E-Class E 220 d",12.6
"1080","Hyundai i20 Magna 1.4 CRDi",22.54
"1081","Toyota Etios VD",23.59
"1082","Toyota Corolla Altis Diesel D4DG",21.43
"1083","Mini Cooper 5 DOOR D",20.7
"1084","Volkswagen Polo 1.5 TDI Highline",20.14
"1085","Skoda Superb Elegance 1.8 TSI AT",13.7
"1086","Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde",10
"1087","Maruti Swift VDi BSIII W/ ABS",17.8
"1088","Honda City i VTEC CVT VX",18
"1089","BMW 7 Series 2007-2012 740Li",8.45
"1090","Hyundai i10 Magna AT",19.2
"1091","Maruti Swift Dzire VDI",26.59
"1092","Honda City i DTec VX",26
"1093","Maruti Omni 8 Seater BSIV",14
"1094","Skoda Superb 2009-2014 Elegance 2.0 TDI MT",17.2
"1095","Maruti Ertiga SHVS VDI",24.52
"1096","Hyundai Grand i10 CRDi Magna",24
"1097","Maruti Ciaz VDi Plus SHVS",28.09
"1098","Mercedes-Benz New C-Class C 220 CDI Avantgarde",19.27
"1099","Fiat Avventura MULTIJET Emotion",20.5
"1100","Mercedes-Benz E-Class 2009-2013 E 250 Elegance",10.93
"1101","Volkswagen Vento Petrol Highline",15.04
"1102","BMW 3 Series 320d Luxury Line",18.88
"1103","BMW 5 Series 2013-2017 530d M Sport",14.69
"1104","Hyundai Grand i10 1.2 Kappa Magna",18.9
"1105","Toyota Innova Crysta 2.8 ZX AT",11.36
"1106","Renault Duster 110PS Diesel RxZ AMT",19.6
"1107","Tata Indica Vista Aura 1.3 Quadrajet",18
"1108","Mercedes-Benz E-Class 2009-2013 E 200 CGI Avantgarde",12.3
