"","X","Name","Location","Year","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Seats","Price","car_age"
"212",312,"Volkswagen Vento Diesel Trendline","Hyderabad",2011,108626,"Diesel","Manual","First",20.54,1598,103.6,5,3.65,13
"213",314,"Honda Brio 1.2 VX MT","Kochi",2012,91931,"Petrol","Manual","First",18.5,1198,86.8,5,3.13,12
"214",316,"Tata Indica Vista Aura 1.3 Quadrajet","Pune",2012,91183,"Diesel","Manual","First",18,1248,75,5,2.85,12
"215",317,"Maruti Wagon R LXI BS IV","Delhi",2012,65000,"Petrol","Manual","First",18.9,998,67.1,5,2.65,12
"216",319,"Tata Indigo LS Dicor","Pune",2008,138000,"Diesel","Manual","Second",17.1,1396,70,5,1.25,16
"217",320,"Maruti Ertiga Paseo VXI","Mumbai",2018,18000,"Petrol","Manual","First",16.02,1373,93.7,7,8.25,6
"218",322,"Maruti Swift Dzire VDi","Kolkata",2012,48000,"Diesel","Manual","First",19.3,1248,73.9,5,3.7,12
"219",323,"Ford Fiesta EXi 1.4 TDCi Ltd","Hyderabad",2009,160000,"Diesel","Manual","First",17.8,1399,68,5,2.8,15
"220",324,"Honda City ZX GXi","Kolkata",2008,40000,"Petrol","Manual","First",17.7,1497,78,5,1.8,16
"221",325,"Audi A6 2011-2015 2.0 TDI Premium Plus","Kochi",2014,51495,"Diesel","Automatic","First",17.68,1968,174.33,5,21.95,10
"222",329,"Hyundai i20 1.4 CRDi Asta","Pune",2012,83000,"Diesel","Manual","First",23,1396,90,5,5.5,12
"223",330,"Hyundai i10 Sportz AT","Bangalore",2009,37000,"Petrol","Automatic","Third",16.95,1197,78.9,5,2.95,15
"224",331,"Honda Jazz 1.2 V CVT i VTEC","Kochi",2016,28503,"Petrol","Automatic","First",19,1199,88.7,5,6.86,8
"225",332,"Maruti Swift VDI BSIV","Hyderabad",2015,76496,"Diesel","Manual","First",25.2,1248,74,5,6.15,9
"226",333,"Hyundai i20 Asta 1.2","Pune",2011,79152,"Petrol","Manual","Second",18.5,1197,82.85,5,3.3,13
"227",334,"Volkswagen Polo Petrol Comfortline 1.2L","Kolkata",2011,32000,"Petrol","Manual","First",16.47,1198,73.9,5,2.55,13
"228",335,"Maruti Alto LXi","Ahmedabad",2009,35000,"Petrol","Manual","First",19.7,796,46.3,5,1.5,15
"229",337,"Maruti Alto LXi","Chennai",2006,56000,"Petrol","Manual","Second",19.7,796,46.3,5,1.4,18
"230",338,"Tata Manza ELAN Quadrajet BS IV","Pune",2012,73000,"Diesel","Manual","First",21.12,1248,88.8,5,3.4,12
"231",339,"Maruti Alto LXi","Pune",2012,38000,"Petrol","Manual","First",19.7,796,46.3,5,2.25,12
"232",340,"Skoda Octavia Ambition Plus 2.0 TDI AT","Kolkata",2013,775000,"Diesel","Automatic","First",19.3,1968,141,5,7.5,11
"233",342,"Hyundai i20 Asta Option 1.2","Coimbatore",2016,24973,"Petrol","Manual","First",18.6,1197,81.83,5,7.66,8
"234",343,"Maruti Vitara Brezza LDi","Chennai",2016,45000,"Diesel","Manual","First",24.3,1248,88.5,5,7.15,8
"235",344,"Honda City 1.5 V MT","Delhi",2010,87430,"Petrol","Manual","First",17,1497,118,5,3.5,14
"236",345,"Tata Indica Vista Aqua 1.3 Quadrajet","Hyderabad",2014,133944,"Diesel","Manual","Second",18,1248,75,5,3.5,10
"237",346,"Honda Amaze S i-Dtech","Kolkata",2013,57000,"Diesel","Manual","First",25.8,1498,98.6,5,3.45,11
"238",347,"Hyundai EON D Lite Plus","Coimbatore",2016,27904,"Petrol","Manual","First",21.1,814,55.2,5,3.55,8
"239",348,"BMW 3 Series Luxury Line","Kochi",2015,30717,"Diesel","Automatic","Second",21.76,1995,190,5,25.99,9
"240",349,"Hyundai Verna 1.6 SX","Bangalore",2012,80000,"Diesel","Manual","First",22.32,1582,126.32,5,5.25,12
"241",350,"Tata Manza Club Class Quadrajet90 LS","Ahmedabad",2013,47304,"Diesel","Manual","First",21.02,1248,88.8,5,2.9,11
"242",352,"Maruti Alto K10 VXI","Pune",2017,30000,"Petrol","Manual","First",24.07,998,67.1,5,3.75,7
"243",353,"Ford Ecosport 1.5 DV5 MT Titanium Optional","Mumbai",2014,68000,"Diesel","Manual","First",22.7,1498,89.84,5,6.75,10
"244",354,"Chevrolet Spark 1.0 LS","Kolkata",2011,21000,"Petrol","Manual","Second",18,995,62,5,0.95,13
"245",355,"Jaguar XF 2.0 Diesel Portfolio","Hyderabad",2017,21000,"Diesel","Automatic","First",19.33,1999,177,5,52,7
"246",358,"Hyundai i10 Magna 1.2","Chennai",2009,620000,"Petrol","Manual","First",20.36,1197,78.9,5,2.7,15
"247",359,"Maruti Swift LDI","Delhi",2013,70000,"Diesel","Manual","First",22.9,1248,74,5,3.5,11
"248",360,"Maruti Swift Dzire VXi AT","Mumbai",2016,18000,"Petrol","Automatic","First",18.5,1197,83.14,5,6.2,8
"249",361,"Nissan Micra Diesel XV","Chennai",2011,83000,"Diesel","Manual","First",23.08,1461,63.1,5,2.75,13
"250",362,"Maruti Swift Dzire Tour LDI","Mumbai",2015,130000,"Diesel","Manual","First",23.4,1248,74,5,3.25,9
"251",363,"Ford Fiesta Classic 1.4 Duratorq CLXI","Pune",2012,63400,"Diesel","Manual","First",17.8,1399,67,5,3.25,12
"252",364,"Maruti Zen LX","Kolkata",2003,65000,"Petrol","Manual","First",17.3,993,60,5,0.65,21
"253",366,"Toyota Etios GD","Kolkata",2014,45000,"Diesel","Manual","First",23.59,1364,67.05,5,3.25,10
"254",367,"Maruti Alto 800 2016-2019 LXI","Kolkata",2018,26200,"Petrol","Manual","First",24.7,796,47.3,5,2.9,6
"255",368,"Maruti Alto VXi","Bangalore",2011,11000,"Petrol","Manual","Third",18.9,796,47,5,2.9,13
"256",371,"Hyundai Grand i10 AT Asta","Coimbatore",2015,37081,"Petrol","Automatic","First",18.9,1197,82,5,5.77,9
"257",372,"Maruti Vitara Brezza ZDi Plus","Hyderabad",2017,39000,"Diesel","Manual","First",24.3,1248,88.5,5,9.49,7
"258",374,"Mercedes-Benz GLA Class 200 CDI","Chennai",2015,38000,"Diesel","Automatic","First",17.9,2143,136,5,20,9
"259",375,"Maruti 800 AC","Chennai",2007,72000,"Petrol","Manual","Third",16.1,796,37,4,1,17
"260",376,"Renault Duster 85PS Diesel RxL","Chennai",2015,93000,"Diesel","Manual","Second",20.45,1461,83.8,5,7.1,9
"261",377,"Toyota Corolla Altis D-4D GL","Mumbai",2017,5900,"Diesel","Manual","First",21.43,1364,87.2,5,16.5,7
"262",379,"Maruti Ritz VDi","Hyderabad",2010,68000,"Diesel","Manual","Second",21.1,1248,73.9,5,3.2,14
"263",381,"Hyundai Xcent 1.1 CRDi Base","Kochi",2015,74310,"Diesel","Manual","First",24.4,1120,71,5,4,9
"264",385,"Honda City i VTEC VX Option","Mumbai",2016,28000,"Petrol","Manual","First",17.8,1497,117.3,5,8.75,8
"265",387,"Honda City 1.5 S MT","Chennai",2011,93982,"Petrol","Manual","First",17,1497,118,5,3.75,13
"266",388,"Hyundai Verna Transform VTVT","Pune",2010,95000,"Petrol","Manual","First",16.2,1599,103.2,5,2.5,14
"267",390,"Honda Amaze S i-Vtech","Delhi",2015,52516,"Petrol","Manual","First",18,1198,86.7,5,4.65,9
"268",391,"Mini Cooper Convertible 1.6","Bangalore",2015,20000,"Petrol","Automatic","First",18.86,1598,122,4,32,9
"269",393,"Hyundai EON Magna Plus","Chennai",2014,37000,"Petrol","Manual","First",21.1,814,55.2,5,3.25,10
"270",394,"Maruti Wagon R VXI BS IV","Kolkata",2014,17400,"Petrol","Manual","First",20.51,998,67.04,5,3.1,10
"271",395,"Maruti Ritz LDi","Coimbatore",2011,90207,"Diesel","Manual","First",21.1,1248,73.9,5,3.91,13
"272",396,"BMW 3 Series 320d Sedan","Chennai",2011,89616,"Diesel","Automatic","First",16.07,1995,181,5,11,13
"273",398,"Audi A3 35 TDI Attraction","Chennai",2014,79271,"Diesel","Automatic","First",20.38,1968,143,5,16.5,10
"274",402,"Maruti Alto LX","Jaipur",2010,125000,"Petrol","Manual","First",19.7,796,46.3,5,0.92,14
"275",405,"Hyundai Verna 1.6 SX VTVT","Pune",2011,49768,"Petrol","Manual","Second",17.01,1591,121.3,5,4.95,13
"276",406,"BMW 5 Series 525d Sedan","Hyderabad",2013,56000,"Diesel","Automatic","First",16.73,2993,218,5,33.5,11
"277",413,"BMW 3 Series Luxury Line","Mumbai",2015,41000,"Diesel","Automatic","First",21.76,1995,190,5,25.5,9
"278",417,"Hyundai i20 Active SX Petrol","Jaipur",2017,40250,"Petrol","Manual","First",17.19,1197,81.86,5,6.9,7
"279",419,"Hyundai EON Magna Plus","Kolkata",2015,20800,"Petrol","Manual","Second",21.1,814,55.2,5,2.25,9
"280",420,"Hyundai Grand i10 SportZ Edition","Kochi",2018,40322,"Petrol","Manual","First",18.9,1197,81.86,5,5.5,6
"281",422,"Volkswagen Polo Petrol Trendline 1.2L","Kolkata",2010,55000,"Petrol","Manual","First",16.47,1198,73.9,5,2.25,14
"282",427,"Mini Cooper Convertible S","Mumbai",2014,11900,"Petrol","Automatic","First",16.82,1998,189.08,4,28.5,10
"283",429,"Toyota Etios VD","Bangalore",2013,37000,"Diesel","Manual","First",23.59,1364,67.04,5,5.75,11
"284",430,"Honda Brio S MT","Delhi",2014,30000,"Petrol","Manual","Second",19.4,1198,86.8,5,3.2,10
"285",431,"Maruti Baleno Alpha Automatic","Coimbatore",2018,12831,"Petrol","Automatic","First",21.4,1197,83.1,5,9.89,6
"286",432,"Skoda Laura Ambiente 2.0 TDI CR AT","Coimbatore",2012,143017,"Diesel","Automatic","First",20,1968,138.1,5,6.58,12
"287",433,"Hyundai EON Era Plus","Kochi",2018,13102,"Petrol","Manual","First",21.1,814,55.2,5,4.06,6
"288",434,"Renault Captur 1.5 Diesel RXL","Coimbatore",2019,24950,"Diesel","Manual","First",20.37,1461,108.45,5,13.37,5
"289",435,"BMW 5 Series 2003-2012 GT 530d LE","Coimbatore",2011,57832,"Diesel","Automatic","First",16.2,2993,258,5,25.82,13
"290",436,"Maruti Alto 800 LXI","Kochi",2016,34267,"Petrol","Manual","First",22.74,796,47.3,5,3.74,8
"291",437,"Volvo V40 D3","Bangalore",2015,33000,"Diesel","Automatic","Second",16.8,1984,150,5,22,9
"292",438,"Maruti Wagon R LXI BSII","Ahmedabad",2007,55100,"Petrol","Manual","First",18.9,998,67.1,5,1.45,17
"293",439,"Honda City ZX GXi","Kolkata",2008,40000,"Petrol","Manual","First",17.7,1497,78,5,2,16
"294",444,"Hyundai EON D Lite","Hyderabad",2014,20600,"Petrol","Manual","First",21.1,814,55.2,5,2.6,10
"295",446,"Volkswagen Vento 1.6 Comfortline","Mumbai",2017,15000,"Petrol","Manual","Second",16.09,1598,103.5,5,7.1,7
"296",448,"Tata Indica Vista Quadrajet LS","Hyderabad",2014,67000,"Diesel","Manual","First",22.3,1248,74,5,2.5,10
"297",450,"Hyundai i20 1.2 Asta Option","Coimbatore",2017,26185,"Petrol","Manual","First",18.6,1197,81.83,5,7.98,7
"298",452,"Maruti Ritz VXi","Chennai",2011,67000,"Petrol","Manual","Second",18.5,1197,85.8,5,2.25,13
"299",455,"Maruti Celerio LDi","Hyderabad",2016,80219,"Diesel","Manual","First",27.62,793,47,5,3.5,8
"300",456,"Maruti S-Cross Delta DDiS 200 SH","Delhi",2018,12923,"Diesel","Manual","First",25.1,1248,88.5,5,8.92,6
"301",458,"BMW 3 Series Luxury Line","Bangalore",2016,19235,"Diesel","Automatic","First",21.76,1995,190,5,36.5,8
"302",460,"Hyundai i20 2015-2017 Asta 1.2","Pune",2016,6800,"Petrol","Manual","First",18.6,1197,81.83,5,7.2,8
"303",461,"Renault Duster 110PS Diesel RxL","Hyderabad",2012,82749,"Diesel","Manual","First",19.01,1461,108.45,5,5.99,12
"304",462,"Hyundai Xcent 1.1 CRDi S Celebration Edition","Pune",2016,51000,"Diesel","Manual","First",24.4,1120,71,5,5.25,8
"305",463,"Ford Ecosport 1.5 DV5 MT Titanium","Delhi",2014,31465,"Diesel","Manual","First",22.7,1498,89.84,5,6.5,10
"306",464,"Volkswagen Polo Petrol Trendline 1.2L","Hyderabad",2013,76476,"Petrol","Manual","First",16.47,1198,73.9,5,4.4,11
"307",465,"Hyundai Grand i10 CRDi Magna","Kolkata",2017,14000,"Diesel","Manual","First",24,1120,70,5,4.6,7
"308",466,"Tata Manza Aqua Quadrajet BS IV","Ahmedabad",2013,47000,"Diesel","Manual","First",21.12,1248,88.8,5,2.95,11
"309",467,"Honda City 1.5 V MT","Kolkata",2011,48466,"Petrol","Manual","First",17,1497,118,5,3.26,13
"310",468,"Hyundai Santro Xing GLS","Bangalore",2008,46000,"Petrol","Manual","Second",17.92,1086,62.1,5,2.22,16
"311",470,"Maruti Ciaz 1.3 S","Coimbatore",2017,25142,"Diesel","Manual","First",28.09,1248,88.5,5,8.26,7
"312",475,"Skoda Yeti Ambition 4X2","Kolkata",2012,64284,"Diesel","Manual","First",17.72,1968,108.49,5,5.5,12
"313",476,"Hyundai Grand i10 Sportz","Delhi",2015,27000,"Petrol","Manual","First",18.9,1197,82,5,4.5,9
"314",477,"Ford Figo 2015-2019 1.2P Titanium MT","Hyderabad",2018,3678,"Petrol","Manual","First",18.16,1196,86.8,5,6.8,6
"315",478,"Skoda Octavia Ambition 1.4 TSI MT","Mumbai",2013,21000,"Petrol","Manual","First",16.8,1395,138.02,5,8.75,11
"316",479,"Renault Duster 85PS Diesel RxL Option","Mumbai",2015,67000,"Diesel","Manual","Second",19.87,1461,83.8,5,7,9
"317",481,"Ford Figo Diesel EXI","Chennai",2011,75000,"Diesel","Manual","Second",20,1399,68,5,2.25,13
"318",484,"Volkswagen Polo Diesel Comfortline 1.2L","Kolkata",2012,52000,"Diesel","Manual","First",22.07,1199,73.9,5,2.75,12
"319",485,"Maruti Ritz VDi","Jaipur",2011,91000,"Diesel","Manual","First",23.2,1248,73.94,5,3,13
"320",486,"Nissan Micra Diesel XV Premium","Pune",2013,60000,"Diesel","Manual","First",23.08,1461,63.1,5,3.55,11
"321",487,"Hyundai Verna 1.6 SX","Kolkata",2013,37873,"Diesel","Manual","First",22.32,1582,126.32,5,4.8,11
"322",491,"Hyundai Creta 1.6 CRDi AT SX Plus","Bangalore",2016,32000,"Diesel","Automatic","First",17.01,1582,126.2,5,15.5,8
"323",492,"Hyundai i10 Era","Jaipur",2010,59000,"Petrol","Manual","Second",19.81,1086,68.05,5,2.32,14
"324",493,"Mercedes-Benz A Class A200 CDI Sport","Kochi",2016,35437,"Diesel","Automatic","First",20,2143,136,5,18.58,8
"325",494,"Maruti Ertiga VXI","Jaipur",2014,98000,"Petrol","Manual","First",16.02,1373,93.7,7,5.5,10
"326",495,"Skoda Octavia Classic 1.9 TDI MT","Chennai",2006,72000,"Diesel","Manual","Second",18.7,1896,66,5,3.2,18
"327",496,"Honda Amaze VX i-Vtech","Pune",2015,79000,"Petrol","Manual","First",18,1198,86.7,5,4,9
"328",497,"Maruti Zen LXi BSII","Chennai",2004,29000,"Petrol","Manual","First",17.3,993,60,5,1.6,20
"329",499,"Honda Brio VX AT","Mumbai",2014,35000,"Petrol","Automatic","First",16.5,1198,86.8,5,4.25,10
"330",500,"Maruti Wagon R VXI","Ahmedabad",2011,75000,"Petrol","Manual","First",18.9,998,67.1,5,2.6,13
"331",502,"Chevrolet Beat LS","Kochi",2012,32717,"Petrol","Manual","First",18.6,1199,79.4,5,2.55,12
"332",504,"Ford Ecosport 1.5 DV5 MT Titanium Optional","Mumbai",2014,79000,"Diesel","Manual","First",22.7,1498,89.84,5,6.25,10
"333",505,"Maruti Swift Vdi BSIII","Hyderabad",2010,86000,"Diesel","Manual","Second",17.8,1248,75,5,3.6,14
"334",507,"Honda Mobilio S i VTEC","Mumbai",2015,25000,"Petrol","Manual","Second",17.3,1497,117.3,7,4.25,9
"335",508,"Hyundai Grand i10 Sportz","Mumbai",2017,8500,"Petrol","Manual","Second",18.9,1197,82,5,4.8,7
"336",511,"Hyundai Santro Xing GLS","Hyderabad",2009,80227,"Petrol","Manual","First",17.92,1086,62.1,5,2.3,15
"337",514,"Skoda Rapid 1.6 TDI Ambition","Pune",2013,64186,"Diesel","Manual","First",20.5,1598,103.5,5,3.76,11
"338",515,"Renault Duster 110PS Diesel RxZ","Coimbatore",2015,76427,"Diesel","Manual","First",19.01,1461,108.45,5,8.58,9
"339",517,"Toyota Etios G","Coimbatore",2013,27075,"Petrol","Manual","First",17.6,1496,88.73,5,4.95,11
"340",518,"Maruti Wagon R LXI","Ahmedabad",2012,30000,"Petrol","Manual","First",22.5,998,67.04,5,3.3,12
"341",520,"Maruti Celerio VXI","Jaipur",2014,56000,"Petrol","Manual","First",23.1,998,67.04,5,2.79,10
"342",522,"Chevrolet Beat LT","Pune",2014,8700,"Petrol","Manual","First",18.6,1199,76.8,5,2.55,10
"343",523,"Tata Nano Twist XT","Ahmedabad",2014,18000,"Petrol","Manual","Second",25.4,624,37.5,4,1,10
"344",524,"Audi A6 2011-2015 35 TDI Technology","Coimbatore",2017,41041,"Diesel","Automatic","First",17.68,1968,174.33,5,37.56,7
"345",526,"Maruti Swift VXI","Kochi",2019,20667,"Petrol","Manual","First",22,1197,81.8,5,6.37,5
"346",528,"Maruti Swift VXI Optional","Kochi",2017,31696,"Petrol","Manual","First",20.4,1197,81.8,5,5.75,7
"347",530,"Maruti Ertiga ZXI","Mumbai",2014,13361,"Petrol","Manual","First",16.02,1373,93.7,7,6.8,10
"348",532,"Maruti Ertiga VXI","Jaipur",2014,47399,"Petrol","Manual","First",16.02,1373,93.7,7,5.6,10
"349",533,"Honda City 1.5 V AT","Mumbai",2010,69000,"Petrol","Automatic","Second",16.8,1497,118,5,2.85,14
"350",535,"Tata Indigo LS","Jaipur",2005,108000,"Diesel","Manual","First",17,1405,70,5,1,19
"351",537,"Maruti Swift Dzire LDi","Hyderabad",2011,130002,"Diesel","Manual","First",19.3,1248,73.9,5,3.85,13
"352",538,"Ford Fiesta Classic 1.4 Duratorq CLXI","Hyderabad",2012,107000,"Diesel","Manual","First",17.8,1399,67,5,3,12
"353",539,"Honda City i VTEC CVT VX","Coimbatore",2015,41950,"Petrol","Automatic","First",18,1497,117.3,5,9.6,9
"354",541,"Honda Amaze VX O i VTEC","Mumbai",2016,9000,"Petrol","Manual","First",18,1198,86.7,5,5.75,8
"355",542,"Hyundai i20 Asta 1.4 CRDi","Delhi",2014,43900,"Diesel","Manual","First",22.54,1396,88.73,5,6.75,10
"356",543,"Chevrolet Enjoy TCDi LTZ 7 Seater","Bangalore",2013,64000,"Diesel","Manual","Second",18.2,1248,73.8,7,4.85,11
"357",547,"BMW 5 Series 2003-2012 520d","Ahmedabad",2012,59900,"Diesel","Automatic","Second",18.48,1995,177,5,18.5,12
"358",548,"Renault Duster 110PS Diesel RxZ","Delhi",2015,73539,"Diesel","Manual","First",19.01,1461,108.45,5,6.75,9
"359",549,"BMW X1 sDrive 20d xLine","Coimbatore",2017,31645,"Diesel","Automatic","First",20.68,1995,190,5,29.4,7
"360",550,"Honda City ZX GXi","Kochi",2009,69690,"Petrol","Manual","First",17.7,1497,78,5,3.29,15
"361",551,"Maruti Ciaz RS ZDi Plus SHVS","Delhi",2016,41000,"Diesel","Manual","First",28.09,1248,88.5,5,9.5,8
"362",552,"Maruti Swift Dzire VXi","Pune",2010,109200,"Petrol","Manual","Second",17.5,1298,85.8,5,2.2,14
"363",555,"Maruti Ertiga ZDI","Pune",2013,105000,"Diesel","Manual","Second",25.47,1248,88.5,7,6.75,11
"364",556,"Toyota Etios Liva GD","Chennai",2013,179000,"Diesel","Manual","First",23.59,1364,67.04,5,3.8,11
"365",558,"Skoda Rapid 1.5 TDI Style","Hyderabad",2017,31000,"Diesel","Manual","First",21.13,1498,108.4,5,10.5,7
"366",559,"Volkswagen Polo 1.5 TDI Highline","Hyderabad",2015,50000,"Diesel","Manual","First",20.14,1498,88.8,5,6.2,9
"367",560,"Skoda Laura 1.9 TDI AT Elegance","Jaipur",2009,48000,"Diesel","Automatic","First",17,1896,105,5,5,15
"368",561,"Mahindra Renault Logan 1.5 DLE Diesel","Chennai",2007,35000,"Diesel","Manual","First",19.2,1461,65,5,2.3,17
"369",563,"BMW 3 Series 320d Luxury Line","Bangalore",2014,47000,"Diesel","Automatic","First",18.88,1995,184,5,25.5,10
"370",564,"Honda Jazz 1.5 S i DTEC","Jaipur",2015,63642,"Diesel","Manual","First",27.3,1498,98.6,5,5.65,9
"371",565,"Honda Amaze VX i-DTEC","Kochi",2015,62550,"Diesel","Manual","First",25.8,1498,98.6,5,5.6,9
"372",566,"Jaguar XF 2.2 Litre Luxury","Kochi",2015,37340,"Diesel","Automatic","First",16.36,2179,187.7,5,29.98,9
"373",567,"Maruti Swift Dzire VDI","Coimbatore",2016,38461,"Diesel","Manual","First",26.59,1248,74,5,7.39,8
"374",568,"Jeep Compass 2.0 Limited","Jaipur",2018,29000,"Diesel","Manual","First",17.1,1956,170,5,19,6
"375",570,"Honda City 1.5 V MT","Kolkata",2011,42086,"Petrol","Manual","First",17,1497,118,5,3.35,13
"376",571,"Maruti Swift ZXI","Chennai",2013,49000,"Petrol","Manual","First",18.6,1197,85.8,5,4.45,11
"377",572,"Hyundai Verna 1.6 SX CRDI (O) AT","Coimbatore",2019,77240,"Diesel","Automatic","First",22.32,1582,126.32,5,8.31,5
"378",574,"Maruti Swift VDI","Chennai",2014,35000,"Diesel","Manual","First",22.9,1248,74,5,5.25,10
"379",576,"Audi A6 2011-2015 2.0 TDI Premium Plus","Hyderabad",2012,202082,"Diesel","Automatic","First",17.68,1968,174.33,5,12.3,12
"380",578,"Volkswagen Polo 1.5 TDI Highline","Coimbatore",2018,33558,"Diesel","Manual","First",20.14,1498,88,5,8.12,6
"381",580,"Honda City i DTEC VX Option","Coimbatore",2017,45366,"Diesel","Manual","First",25.1,1498,98.6,5,10.88,7
"382",581,"Chevrolet Sail Hatchback 1.2 LS","Kolkata",2014,9500,"Petrol","Manual","First",18.2,1199,82.5,5,3.5,10
"383",582,"Hyundai i20 1.2 Spotz","Kochi",2016,42362,"Petrol","Manual","First",18.6,1197,81.83,5,6.15,8
"384",583,"BMW X1 sDrive 20d Sportline","Chennai",2016,21000,"Diesel","Automatic","First",17.05,1995,184,5,33,8
"385",587,"Maruti Ertiga VDI","Kolkata",2013,53073,"Diesel","Manual","First",20.77,1248,88.76,7,5.95,11
"386",588,"Hyundai i20 1.2 Magna","Bangalore",2015,59000,"Petrol","Manual","First",18.5,1197,80,5,5.75,9
"387",590,"Renault Duster 85PS Diesel RxL","Ahmedabad",2014,55000,"Diesel","Manual","First",20.45,1461,83.8,5,4.75,10
"388",591,"Mahindra Quanto C2","Hyderabad",2013,80430,"Diesel","Manual","Second",17.21,1493,100,7,3.3,11
"389",594,"Maruti Swift Dzire VDi","Hyderabad",2011,81759,"Diesel","Manual","First",19.3,1248,73.9,5,4.39,13
"390",595,"Maruti Swift LDI Optional","Kochi",2018,52010,"Diesel","Manual","First",25.2,1248,74,5,6.2,6
"391",598,"Jaguar XF 2.2 Litre Executive","Delhi",2016,10000,"Diesel","Automatic","First",16.36,2179,187.7,5,44,8
"392",600,"Skoda Octavia Ambition 2.0 TDI AT","Mumbai",2015,50000,"Diesel","Automatic","First",19.3,1968,141,5,11.69,9
"393",602,"Maruti Omni 8 Seater BSII","Pune",2010,60000,"Petrol","Manual","First",19.7,796,35,8,1.45,14
"394",603,"Mercedes-Benz GLC 220d 4MATIC Style","Mumbai",2018,10003,"Diesel","Automatic","First",17.9,2143,170,5,48.5,6
"395",604,"Volkswagen Vento 1.5 TDI Highline AT","Mumbai",2016,25000,"Diesel","Automatic","First",21.5,1498,108.5,5,9.45,8
"396",606,"Nissan Terrano XL 85 PS","Hyderabad",2014,59962,"Diesel","Manual","First",20.45,1461,83.8,5,6.9,10
"397",607,"Hyundai Verna 1.6 SX CRDi (O)","Jaipur",2012,72000,"Diesel","Manual","Second",22.32,1582,126.32,5,5.8,12
"398",610,"Hyundai Verna 1.6 CRDi SX","Coimbatore",2017,38056,"Diesel","Manual","First",23.9,1582,126.2,5,10.7,7
"399",614,"Hyundai Xcent 1.2 Kappa S","Mumbai",2014,7400,"Petrol","Manual","First",19.1,1197,82,5,4.35,10
"400",616,"Hyundai EON Era Plus","Hyderabad",2015,68764,"Petrol","Manual","First",21.1,814,55.2,5,2.9,9
"401",617,"Volkswagen Polo Diesel Comfortline 1.2L","Delhi",2013,64000,"Diesel","Manual","First",22.07,1199,73.9,5,2.9,11
"402",618,"Maruti Vitara Brezza ZDi","Pune",2016,21558,"Diesel","Manual","First",24.3,1248,88.5,5,8.9,8
"403",619,"BMW 3 Series 320d Prestige","Mumbai",2013,37500,"Diesel","Automatic","First",18.88,1995,184,5,16.75,11
"404",620,"Hyundai EON Sportz","Coimbatore",2016,14077,"Petrol","Manual","First",21.1,814,55.2,5,3.95,8
"405",621,"Honda City 1.5 S MT","Mumbai",2009,70000,"Petrol","Manual","First",17,1497,118,5,2.1,15
"406",625,"Honda City V MT","Pune",2013,127000,"Petrol","Manual","Second",16.8,1497,116.3,5,4.5,11
"407",627,"Hyundai i20 Asta 1.4 CRDi","Delhi",2014,67407,"Diesel","Manual","First",21.27,1396,88.76,5,4.65,10
"408",632,"Mini Cooper 5 DOOR D","Mumbai",2016,11000,"Diesel","Automatic","First",20.7,1496,113.98,5,29.5,8
"409",634,"Hyundai i20 Sportz Option","Delhi",2013,48454,"Petrol","Manual","Second",17,1197,80,5,3.5,11
"410",636,"Honda BR-V i-DTEC VX MT","Kochi",2017,32249,"Diesel","Manual","First",21.9,1498,98.6,7,10.79,7
